"ID","Localidad","Lat","Lon","Precip_1h","Precip_24h","Precip_48h","Prob_Max","Pico_Valor","Zona_Llobregat","Timestamp_Captura"
1,"Punto grid",41.2806,1.3658,0,2.4,5.9,95,2.3,"DELTA",2026-02-07 13:10:15.997542
2,"Punto grid",41.3206,1.3658,0,2,4.8,95,1.6,"DELTA",2026-02-07 13:10:16.186249
3,"Punto grid",41.3606,1.3658,0,2,4.5,95,1.3,"DELTA",2026-02-07 13:10:16.356547
4,"Punto grid",41.4006,1.3658,0,2,4.5,95,1.3,"BAJO LLOBREGAT",2026-02-07 13:10:16.527149
5,"Punto grid",41.4406,1.3658,0,2.6,5.6,93,1.6,"BAJO LLOBREGAT",2026-02-07 13:10:16.698709
6,"Punto grid",41.4806,1.3658,0,4,7.4,93,2,"BAJO LLOBREGAT",2026-02-07 13:10:16.869238
7,"Punto grid",41.5206,1.3658,0,4,7.4,93,2,"BAJO LLOBREGAT",2026-02-07 13:10:17.039824
8,"Punto grid",41.5606,1.3658,0,4.2,7.4,93,2,"BAJO LLOBREGAT",2026-02-07 13:10:17.20998
9,"Punto grid",41.6006,1.3658,0,4.2,7.4,90,2.4,"BAJO LLOBREGAT",2026-02-07 13:10:17.380922
10,"Punto grid",41.6406,1.3658,0,4.2,7.4,90,2.4,"BAJO LLOBREGAT",2026-02-07 13:10:17.550497
11,"Punto grid",41.6806,1.3658,0,4.4,8,90,2.8,"BAJO LLOBREGAT",2026-02-07 13:10:17.72106
12,"Punto grid",41.7206,1.3658,0,4.6,9.4,95,3.4,"MEDIO LLOBREGAT",2026-02-07 13:10:17.891002
13,"Punto grid",41.7606,1.3658,0,4.6,9.4,95,3.4,"MEDIO LLOBREGAT",2026-02-07 13:10:18.063008
14,"Punto grid",41.8006,1.3658,0,4.2,9.6,95,3.4,"MEDIO LLOBREGAT",2026-02-07 13:10:18.23132
15,"Punto grid",41.8406,1.3658,0,4.2,9.6,95,3.4,"MEDIO LLOBREGAT",2026-02-07 13:10:18.400765
16,"Punto grid",41.8806,1.3658,0.5,4.1,10.1,95,3,"MEDIO LLOBREGAT",2026-02-07 13:10:18.569004
17,"Punto grid",41.9206,1.3658,1.4,4,10.6,95,3,"MEDIO LLOBREGAT",2026-02-07 13:10:18.737817
18,"Punto grid",41.9606,1.3658,1.4,4,10.6,90,3,"MEDIO LLOBREGAT",2026-02-07 13:10:18.906513
19,"Punto grid",42.0006,1.3658,3,5.2,11,90,3,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.07485
20,"Punto grid",42.0406,1.3658,4.2,6,11.6,90,4.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.242852
21,"Punto grid",42.0806,1.3658,4.7,7,12.8,90,4.7,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.411122
22,"Punto grid",42.1206,1.3658,0.1,3.3,8.3,90,3.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.579416
23,"Punto grid",42.1606,1.3658,0,3.1,6.8,90,3.1,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.747648
24,"Punto grid",42.2006,1.3658,0,1.5,4.1,85,1.5,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:19.916957
25,"Punto grid",42.2406,1.3658,0,0.4,2.9,85,1.2,"ALTO LLOBREGAT/BERGUEDÀ",2026-02-07 13:10:20.085479
